relation_id,route_key,ref,name,color,n_segments
4775558,X-SM37-I,X-SM37-I,X-SM37-I,#80b1d3,93
4775629,X-SO25-I,X-SO25-I,X-SO25-I,#76b7b2,108
4775660,X-SCR42-I,X-SCR42-I,X-SCR42-I,#fb9a99,59
4775684,X-SO64C-I,X-SO64C-I,X-SO64C-I,#e31a1c,101
4775697,X-SO64B-I,X-SO64B-I,X-SO64B-I,#fb9a99,84
4775722,X-SM46B-I,X-SM46B-I,X-SM46B-I,#33a02c,78
4775756,X-SM46-I,X-SM46-I,X-SM46-I,#1f78b4,78
4779932,X-SCR26-I,X-SCR26-I,X-SCR26-I,#ffffb3,169
4782800,4782800,,,#e15759,1
4782801,X-SCR09-I,X-SCR09-I,X-SCR09-I,#bcbd22,47
4782884,X-SCR05B-I,X-SCR05B-I,X-SCR05B-I,#9467bd,61
4783001,X-SCR04-I,X-SCR04-I,X-SCR04-I,#ff7f0e,103
4783074,X-SCR31-I,X-SCR31-I,X-SCR31-I,#fb8072,60
4783120,X-SCR04A-I,X-SCR04A-I,X-SCR04A-I,#2ca02c,103
4783207,X-SO55C-I,X-SO55C-I,X-SO55C-I,#1f78b4,86
4783229,X-SCR33-I,X-SCR33-I,X-SCR33-I,#80b1d3,65
4783262,X-SO10-I,X-SO10-I,X-SO10-I,#ff7f0e,184
4783278,X-SCR01A-I,X-SCR01A-I,X-SCR01A-I,#1f77b4,118
4783284,X-SO67A-I,X-SO67A-I,X-SO67A-I,#fdbf6f,135
4783285,X-OO08-I,X-OO08-I,X-OO08-I,#cab2d6,174
4783555,X-SCR30-I,X-SCR30-I,X-SCR30-I,#bebada,68
4784109,X-SCR21-I,X-SCR21-I,X-SCR21-I,#bab0ab,173
4784177,X-SO67B-I,X-SO67B-I,X-SO67B-I,#ff7f00,148
4784229,X-SO51A-I,X-SO51A-I,X-SO51A-I,#ccebc5,127
4784272,X-SO50-I,X-SO50-I,X-SO50-I,#fccde5,112
4784553,X-SCR22-I,X-SCR22-I,X-SCR22-I,#8dd3c7,95
4784970,X-SCR35-I,X-SCR35-I,X-SCR35-I,#fdb462,214
4785137,X-SRC36-I,X-SRC36-I,X-SCR36-I,#9467bd,238
4785175,X-SCR38-I,X-SCR38-I,X-SCR38-I,#b3de69,107
4785186,X-SO71-I,X-SO71-I,X-SO71-I,#cab2d6,123
4785209,X-SM19E-I,X-SM19E-I,X-SM19E-I,#8c564b,177
4787549,4787549,,,#76b7b2,22
4789418,4789418,,,#edc948,1
4789971,X-SO39-I,X-SO39-I,X-SO39-I,#bebada,155
4790541,X-SO94-I,X-SO94-I,X-SO94-I,#d62728,230
4793441,X-SCR38A-X,X-SCR38A-X,X-SCR38A-I,#fccde5,110
4794979,X-SM14-I,X-SM14-I,X-SM14-I,#ff7f00,114
4795224,X-SO44-I,X-SO44-I,X-SO44-I,#fdb462,135
4795253,X-SO41-I,X-SO41-I,X-SO41-I,#fb8072,247
4795397,X-SM35A-I,X-SM35A-I,X-SM35A-I,#ffffb3,85
4795439,X-SM35-I,X-SM35-I,X-SM35-I,#8dd3c7,85
4795468,X-SM41-I,X-SM41-I,X-SM41-I,#fccde5,30
4795501,X-SM28-I,X-SM28-I,X-SM28-I,#b07aa1,134
4795550,X-SM27-I,X-SM27-I,X-SM27-I,#edc948,147
4796307,X-SCR38B-I,X-SCR38B-I,X-SCR38B-I,#bc80bd,110
4800366,X-SM20B-I,X-SM20B-I,X-SM20B-I,#4e79a7,121
4800382,X-SM20-I,X-SM20-I,X-SM20-I,#bcbd22,112
4800414,X-SM20A-I,X-SM20A-I,X-SM20A-I,#17becf,109
4800457,X-SO03-I,X-SO03-I,X-SO03-I,#fdbf6f,249
4807563,X-SO21-I,X-SO21-I,X-SO21-I,#59a14f,206
4812658,X-SO93-I,X-SO93-I,X-SO93-I,#2ca02c,296
4813636,X-SM38-I,X-SM38-I,X-SM38-I,#fdb462,114
4813853,X-SO74-I,X-SO74-I,X-SO74-I,#6a3d9a,217
4815311,X-SM49-I,X-SM49-I,X-SM49-I,#fb9a99,112
4815747,Carro rojo,Carro rojo,C,#ffffb3,198
4815988,X-SO12A-I,X-SO12A-I,X-SO12A-I,#d62728,146
4816015,X-SM19-I,X-SM19-I,X-SM19-I,#1f77b4,179
4819917,X-SM19C-I,X-SM19C-I,X-SM19C-I,#d62728,197
4820596,4820596,,,#b07aa1,28
4821525,X-SM36-I,X-SM36-I,X-SM36-I,#bebada,142
4822236,X-SO28-I,X-SO28-I,X-SO28-I,#b07aa1,205
4829251,X-SO11-I,X-SO11-I,X-SO11-I,#2ca02c,171
4829280,X-SO13-I,X-SO13-I,X-SO13-I,#8c564b,183
4829413,X-SO17-I,X-SO17-I,X-SO17-I,#17becf,213
4833460,X-SO08-I,X-SO08-I,X-SO08-I,#1f77b4,231
4833485,X-SM36A-I,X-SM36A-I,X-SM36A-I,#fb8072,125
4854044,X-SO26-I,X-SO26-I,X-SO26-I,#edc948,205
4854419,X-SO16-I,X-SO16-I,X-SO16-I,#bcbd22,265
4854478,X-SO33-I,X-SO33-I,X-SO33-I,#bab0ab,238
4854573,X-SO18-I,X-SO18-I,X-SO18-I,#4e79a7,288
4855223,X-SM33-I,X-SM33-I,X-SM33-I,#bab0ab,124
4855264,X-SM05-I,X-SM05-I,X-SM05-I,#e31a1c,271
4855687,X-SM30-I,X-SM30-I,X-SM30-I,#ff9da7,197
4855692,X-SO37-I,X-SO37-I,X-SO37-I,#ffffb3,245
4860869,X-SO14-I,X-SO14-I,X-SO14-I,#e377c2,256
4860928,X-SO92-I,X-SO92-I,X-SO92-I,#ff7f0e,245
4860978,X-SM26-I,X-SM26-I,X-SM26-I,#76b7b2,181
4861887,X-SO55D-I,X-SO55D-I,X-SO55D-I,#b2df8a,79
4861896,X-SO55-I,X-SO55-I,X-SO55-I,#a6cee3,86
4861898,X-SM42A-I,X-SM42A-I,X-SM42A-I,#ccebc5,108
4861899,X-SM42A-I,X-SM42A-I,X-SM42A-I,#ccebc5,69
4861900,X-SM42-I,X-SM42-I,X-SM42-I,#bc80bd,109
4861905,X-SM42B-I,X-SM42B-I,X-SM42B-I,#a6cee3,137
4868516,X-SM09-I,X-SM09-I,X-SM09-I,#fdbf6f,133
4868530,X-SO05-I,X-SO05-I,X-SO05-I,#cab2d6,231
4872103,X-SO35-I,X-SO35-I,X-SO35-I,#8dd3c7,317
4872150,X-SM40-I,X-SM40-I,X-SM40-I,#b3de69,230
5120775,X-SO04-I,X-SO04-I,X-SO04-I,#ff7f00,270
5120936,X-SO07-I,X-SO07-I,X-SO07-I,#6a3d9a,268
5121851,X-SO31-I,X-SO31-I,X-SO31-I,#9c755f,261
5122273,X-SO20-I,X-SO20-I,X-SO20-I,#f28e2b,232
5122349,X-SO30-I,X-SO30-I,X-SO30-I,#ff9da7,278
5122424,X-SO12B-I,X-SO12B-I,X-SO12B-I,#9467bd,151
5122516,X-SO49A-I,X-SO49A-I,X-SO49A-I,#b3de69,230
5122602,X-SM24-I,X-SM24-I,X-SM24-I,#59a14f,253
5122704,X-SO15-I,X-SO15-I,X-SO15-I,#7f7f7f,265
5122748,X-SM19F-I,X-SM19F-I,X-SM19F-I,#e377c2,200
5122764,X-SO24-I,X-SO24-I,X-SO24-I,#e15759,261
5123174,X-SO42-I,X-SO42-I,X-SO42-I,#80b1d3,243
5123429,X-SM19G-I,X-SM19G-I,X-SM19G-I,#7f7f7f,236
5141457,X-ECR20-I,X-ECR20-I,X-ECR20-I,#ff7f00,105
5582236,RutaTuristica1,,RutaTuristica1,#fdb462,6
6875057,Mala - Bujama,Mala - Bujama,,#80b1d3,28
16812606,Airport Express Lima,,Airport Express Lima,#ff9da7,242
19413426,1007,1007,Ruta 1007,#1f77b4,396
19572753,1008,1008,Ruta 1008,#ff7f0e,310
19575841,1019,1019,Ruta 1019,#2ca02c,301
19597970,1021,1021,Ruta 1021,#d62728,297
19615026,1023,1023,Ruta 1023,#9467bd,318
19655217,1037,1037,Ruta 1037,#8c564b,219
